1,1.0,1/1
2,0.5,2/4
3,0.75,3/4
4,1.0,4/4
5,0.5555555555555556,5/9
6,0.6666666666666666,6/9
7,0.7777777777777778,7/9
8,0.8888888888888888,8/9
9,1.0,9/9
10,0.625,10/16
11,0.6875,11/16
12,0.75,12/16
13,0.8125,13/16
14,0.875,14/16
15,0.9375,15/16
16,1.0,16/16
17,0.68,17/25
18,0.72,18/25
19,0.76,19/25
20,0.8,20/25
21,0.84,21/25
22,0.88,22/25
23,0.92,23/25
24,0.96,24/25
25,1.0,25/25
26,0.7222222222222222,26/36
27,0.75,27/36
28,0.7777777777777778,28/36
29,0.8055555555555556,29/36
30,0.8333333333333334,30/36
31,0.8611111111111112,31/36
32,0.8888888888888888,32/36
33,0.9166666666666666,33/36
34,0.9444444444444444,34/36
35,0.9722222222222222,35/36
36,1.0,36/36
37,0.7551020408163265,37/49
38,0.7755102040816326,38/49
39,0.7959183673469388,39/49
40,0.8163265306122449,40/49
41,0.8367346938775511,41/49
42,0.8571428571428571,42/49
43,0.8775510204081632,43/49
44,0.8979591836734694,44/49
45,0.9183673469387755,45/49
46,0.9387755102040817,46/49
47,0.9591836734693877,47/49
48,0.9795918367346939,48/49
49,1.0,49/49
50,0.78125,50/64
51,0.796875,51/64
52,0.8125,52/64
53,0.828125,53/64
54,0.84375,54/64
55,0.859375,55/64
56,0.875,56/64
57,0.890625,57/64
58,0.90625,58/64
59,0.921875,59/64
60,0.9375,60/64
61,0.953125,61/64
62,0.96875,62/64
63,0.984375,63/64
64,1.0,64/64
65,0.8024691358024691,65/81
66,0.8148148148148148,66/81
67,0.8271604938271605,67/81
68,0.8395061728395061,68/81
69,0.8518518518518519,69/81
70,0.8641975308641975,70/81
71,0.8765432098765432,71/81
72,0.8888888888888888,72/81
73,0.9012345679012346,73/81
74,0.9135802469135802,74/81
75,0.9259259259259259,75/81
76,0.9382716049382716,76/81
77,0.9506172839506173,77/81
78,0.9629629629629629,78/81
79,0.9753086419753086,79/81
80,0.9876543209876543,80/81
81,1.0,81/81
82,0.82,82/100
83,0.83,83/100
84,0.84,84/100
85,0.85,85/100
86,0.86,86/100
87,0.87,87/100
88,0.88,88/100
89,0.89,89/100
90,0.9,90/100
91,0.91,91/100
92,0.92,92/100
93,0.93,93/100
94,0.94,94/100
95,0.95,95/100
96,0.96,96/100
97,0.97,97/100
98,0.98,98/100
99,0.99,99/100
100,1.0,100/100
101,0.8347107438016529,101/121
102,0.8429752066115702,102/121
103,0.8512396694214877,103/121
104,0.859504132231405,104/121
105,0.8677685950413223,105/121
106,0.8760330578512396,106/121
107,0.8842975206611571,107/121
108,0.8925619834710744,108/121
109,0.9008264462809917,109/121
110,0.9090909090909091,110/121
111,0.9173553719008265,111/121
112,0.9256198347107438,112/121
113,0.9338842975206612,113/121
114,0.9421487603305785,114/121
115,0.9504132231404959,115/121
116,0.9586776859504132,116/121
117,0.9669421487603306,117/121
118,0.9752066115702479,118/121
119,0.9834710743801653,119/121
120,0.9917355371900827,120/121
121,1.0,121/121
122,0.8472222222222222,122/144
123,0.8541666666666666,123/144
124,0.8611111111111112,124/144
125,0.8680555555555556,125/144
126,0.875,126/144
127,0.8819444444444444,127/144
128,0.8888888888888888,128/144
